"initialisation_method","algorithm","scores","p1","p2","p3","p4","mu1","mu2","mu3","mu4","sigma1","sigma2","sigma3","sigma4","OVL","entropy","OVL_pairwise"
"hc","mixtools","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"hc","mixtools","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881463,0.00931107380169002,0.0102894041315354,0.0100167892353507,0.00878759008651254,0.00013,1,0.00013
"hc","mixtools","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.000416788863243256,0.00013,1,0.00013
"hc","mixtools","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058256,0.000256191264879997,0.000200396611801836,8.77004036828494e-05,0.000105885732670666,0.000101825542417601,7.73954524850971e-05,0.00013,1,0.00013
"hc","Rmixmod","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523269,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"hc","Rmixmod","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723586,0.0155218869963287,0.014147194988146,0.00931107380169004,0.0102894041315354,0.0100167892353506,0.00878759008651255,0.00013,1,0.00013
"hc","Rmixmod","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523269,-0.00176156137755878,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.0004167888632432,0.00013,1,0.00013
"hc","Rmixmod","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058259,0.00025619126487999,0.000200396611801828,8.77004036828497e-05,0.000105885732670666,0.000101825542417601,7.73954524850972e-05,0.00013,1,0.00013
"kmeans","bgmm","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"kmeans","bgmm","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881464,0.00931107380169004,0.0102894041315354,0.0100167892353507,0.00878759008651256,0.00013,1,0.00013
"kmeans","bgmm","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032217,0.000503473702593737,-0.00100215185592362,0.000117878278779737,0.00122044083517575,-0.000416788863243256,0.00013,1,0.00013
"kmeans","bgmm","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058256,0.000256191264879989,0.000200396611801838,8.77004036828497e-05,0.000105885732670666,0.000101825542417601,7.73954524850974e-05,0.00013,1,0.00013
"kmeans","DCEM","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038525541,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144123,0.30011787827878,0.301220440835176,0.299583211136802,0.00013,1,0.00013
"kmeans","DCEM","sd",0.00944314890407273,0.0106789130380142,0.00872554307999316,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881463,0.0093110738016788,0.0102894041315354,0.0100167892353507,0.00878759008650086,0.00013,1,0.00013
"kmeans","DCEM","bias",2.000000000002e-05,-0.000460000000000016,0.00124000000000002,-0.000799999999999967,0.000674442038525541,-0.00176156137755923,-0.00390669796032306,0.000503473702590185,-0.00100215185587749,0.000117878278779793,0.00122044083517575,-0.000416788863197737,0.00013,1,0.00013
"kmeans","DCEM","mse",8.917346122449e-05,0.00011425078367347,7.76727020408165e-05,0.000123782857142857,0.000159417199709753,0.000156679806058256,0.000256191264879997,0.000200396611801831,8.7700403682548e-05,0.000105885732670666,0.000101825542417601,7.73954524848539e-05,0.00013,1,0.00013
"kmeans","em R","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.300117878278779,0.301220440835179,0.299583211136753,0.00013,1,0.00013
"kmeans","em R","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881463,0.00931107380169002,0.0102894041315363,0.0100167892353517,0.00878759008651294,0.00013,1,0.00013
"kmeans","em R","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779349,0.00122044083517936,-0.000416788863247364,0.00013,1,0.00013
"kmeans","em R","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058256,0.000256191264879997,0.000200396611801836,8.77004036828494e-05,0.000105885732670684,0.000101825542417631,7.73954524851076e-05,0.00013,1,0.00013
"kmeans","EMCluster","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523269,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"kmeans","EMCluster","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723586,0.0155218869963287,0.014147194988146,0.00931107380169004,0.0102894041315354,0.0100167892353506,0.00878759008651255,0.00013,1,0.00013
"kmeans","EMCluster","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523269,-0.00176156137755878,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.0004167888632432,0.00013,1,0.00013
"kmeans","EMCluster","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058259,0.00025619126487999,0.000200396611801828,8.77004036828497e-05,0.000105885732670666,0.000101825542417601,7.73954524850972e-05,0.00013,1,0.00013
"kmeans","flexmix","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.299297660320654,0.300419560688685,0.301521077389897,0.299884782836995,0.00013,1,0.00013
"kmeans","flexmix","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723584,0.015521886996329,0.0141471949881462,0.00931947878886364,0.0103001108797168,0.0100298900691607,0.00879611314009423,0.00013,1,0.00013
"kmeans","flexmix","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.000702339679345521,0.000419560688685261,0.00152107738989704,-0.000115217163004833,0.00013,1,0.00013
"kmeans","flexmix","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058254,0.000256191264879998,0.000200396611801833,8.73459659212625e-05,0.00010626831530595,0.000102912371225505,7.73848813679892e-05,0.00013,1,0.00013
"kmeans","GMKMcharlie","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523266,3.99823843862244,7.99609330203968,12.0005034737026,0.298999521991604,0.300119546211045,0.301222102508104,0.299584881519704,0.00013,1,0.00013
"kmeans","GMKMcharlie","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723579,0.0155218869963298,0.0141471949881458,0.0093110213941561,0.0102893468420475,0.0100167351186718,0.00878754130675093,0.00013,1,0.00013
"kmeans","GMKMcharlie","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523266,-0.00176156137755923,-0.00390669796032395,0.000503473702591961,-0.00100047800839631,0.000119546211045152,0.00122210250810356,-0.000415118480296017,0.00013,1,0.00013
"kmeans","GMKMcharlie","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058242,0.000256191264880032,0.00020039661180182,8.76960756477173e-05,0.000105884949732528,0.000101828516977946,7.73932055705371e-05,0.00013,1,0.00013
"kmeans","mclust","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523269,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"kmeans","mclust","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723586,0.0155218869963287,0.014147194988146,0.00931107380169004,0.0102894041315354,0.0100167892353506,0.00878759008651255,0.00013,1,0.00013
"kmeans","mclust","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523269,-0.00176156137755878,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.0004167888632432,0.00013,1,0.00013
"kmeans","mclust","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058259,0.00025619126487999,0.000200396611801828,8.77004036828497e-05,0.000105885732670666,0.000101825542417601,7.73954524850972e-05,0.00013,1,0.00013
"kmeans","mixtools","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"kmeans","mixtools","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881463,0.00931107380169002,0.0102894041315354,0.0100167892353507,0.00878759008651254,0.00013,1,0.00013
"kmeans","mixtools","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.000416788863243256,0.00013,1,0.00013
"kmeans","mixtools","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058256,0.000256191264879997,0.000200396611801836,8.77004036828494e-05,0.000105885732670666,0.000101825542417601,7.73954524850971e-05,0.00013,1,0.00013
"kmeans","Rmixmod","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523269,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"kmeans","Rmixmod","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723586,0.0155218869963287,0.014147194988146,0.00931107380169004,0.0102894041315354,0.0100167892353506,0.00878759008651255,0.00013,1,0.00013
"kmeans","Rmixmod","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523269,-0.00176156137755878,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.0004167888632432,0.00013,1,0.00013
"kmeans","Rmixmod","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058259,0.00025619126487999,0.000200396611801828,8.77004036828497e-05,0.000105885732670666,0.000101825542417601,7.73954524850972e-05,0.00013,1,0.00013
"quantiles","bgmm","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"quantiles","bgmm","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723584,0.0155218869963289,0.0141471949881463,0.00931107380169003,0.0102894041315354,0.0100167892353507,0.00878759008651256,0.00013,1,0.00013
"quantiles","bgmm","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032217,0.000503473702593737,-0.00100215185592362,0.000117878278779737,0.00122044083517575,-0.000416788863243256,0.00013,1,0.00013
"quantiles","bgmm","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058255,0.000256191264879989,0.000200396611801836,8.77004036828496e-05,0.000105885732670665,0.000101825542417601,7.73954524850975e-05,0.00013,1,0.00013
"quantiles","DCEM","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038525404,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144121,0.300117878278784,0.301220440835175,0.299583211136801,0.00013,1,0.00013
"quantiles","DCEM","sd",0.00944314890407273,0.0106789130380141,0.00872554307999309,0.011096975134822,0.0126080263184379,0.0123926069723588,0.015521886996329,0.0141471949881463,0.00931107380168025,0.0102894041315364,0.010016789235351,0.00878759008650045,0.00013,1,0.00013
"quantiles","DCEM","bias",2.000000000002e-05,-0.000459999999999933,0.00123999999999996,-0.000799999999999967,0.000674442038525404,-0.00176156137755878,-0.00390669796032217,0.000503473702590185,-0.00100215185587871,0.000117878278784012,0.00122044083517531,-0.000416788863198791,0.00013,1,0.00013
"quantiles","DCEM","mse",8.917346122449e-05,0.000114250783673467,7.76727020408152e-05,0.000123782857142857,0.000159417199709753,0.000156679806058263,0.000256191264879992,0.000200396611801832,8.77004036825774e-05,0.000105885732670687,0.000101825542417607,7.73954524848476e-05,0.00013,1,0.00013
"quantiles","em R","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.300117878278779,0.301220440835179,0.299583211136753,0.00013,1,0.00013
"quantiles","em R","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881463,0.00931107380169002,0.0102894041315363,0.0100167892353517,0.00878759008651294,0.00013,1,0.00013
"quantiles","em R","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779349,0.00122044083517936,-0.000416788863247364,0.00013,1,0.00013
"quantiles","em R","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058256,0.000256191264879997,0.000200396611801836,8.77004036828494e-05,0.000105885732670684,0.000101825542417631,7.73954524851076e-05,0.00013,1,0.00013
"quantiles","EMCluster","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523244,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.300117878278781,0.301220440835175,0.299583211136762,0.00013,1,0.00013
"quantiles","EMCluster","sd",0.00944314890407273,0.0106789130380142,0.00872554307999305,0.0110969751348218,0.0126080263184379,0.0123926069723586,0.0155218869963284,0.0141471949881455,0.00931107380169001,0.0102894041315363,0.01001678923535,0.00878759008651721,0.00013,1,0.00013
"quantiles","EMCluster","bias",2.000000000002e-05,-0.000459999999999988,0.00123999999999991,-0.000799999999999912,0.000674442038523244,-0.00176156137755878,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278781181,0.00122044083517536,-0.00041678886323826,0.00013,1,0.00013
"quantiles","EMCluster","mse",8.917346122449e-05,0.000114250783673469,7.76727020408144e-05,0.000123782857142853,0.00015941719970975,0.000156679806058258,0.000256191264879981,0.000200396611801812,8.77004036828493e-05,0.000105885732670684,0.000101825542417587,7.7395452485175e-05,0.00013,1,0.00013
"quantiles","flexmix","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.299297660320654,0.300419560688685,0.301521077389897,0.299884782836995,0.00013,1,0.00013
"quantiles","flexmix","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723584,0.015521886996329,0.0141471949881462,0.00931947878886364,0.0103001108797168,0.0100298900691607,0.00879611314009423,0.00013,1,0.00013
"quantiles","flexmix","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.000702339679345521,0.000419560688685261,0.00152107738989704,-0.000115217163004833,0.00013,1,0.00013
"quantiles","flexmix","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058254,0.000256191264879998,0.000200396611801833,8.73459659212625e-05,0.00010626831530595,0.000102912371225505,7.73848813679892e-05,0.00013,1,0.00013
"quantiles","GMKMcharlie","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523266,3.99823843862244,7.99609330203968,12.0005034737026,0.298999521991604,0.300119546211045,0.301222102508104,0.299584881519704,0.00013,1,0.00013
"quantiles","GMKMcharlie","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723579,0.0155218869963298,0.0141471949881458,0.0093110213941561,0.0102893468420475,0.0100167351186718,0.00878754130675093,0.00013,1,0.00013
"quantiles","GMKMcharlie","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523266,-0.00176156137755923,-0.00390669796032395,0.000503473702591961,-0.00100047800839631,0.000119546211045152,0.00122210250810356,-0.000415118480296017,0.00013,1,0.00013
"quantiles","GMKMcharlie","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058242,0.000256191264880032,0.00020039661180182,8.76960756477173e-05,0.000105884949732528,0.000101828516977946,7.73932055705371e-05,0.00013,1,0.00013
"quantiles","mclust","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523269,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"quantiles","mclust","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723586,0.0155218869963287,0.014147194988146,0.00931107380169004,0.0102894041315354,0.0100167892353506,0.00878759008651255,0.00013,1,0.00013
"quantiles","mclust","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523269,-0.00176156137755878,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.0004167888632432,0.00013,1,0.00013
"quantiles","mclust","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058259,0.00025619126487999,0.000200396611801828,8.77004036828497e-05,0.000105885732670666,0.000101825542417601,7.73954524850972e-05,0.00013,1,0.00013
"quantiles","mixtools","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523268,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
"quantiles","mixtools","sd",0.00944314890407272,0.0106789130380142,0.00872554307999315,0.011096975134822,0.0126080263184379,0.0123926069723585,0.0155218869963289,0.0141471949881463,0.00931107380169002,0.0102894041315354,0.0100167892353507,0.00878759008651254,0.00013,1,0.00013
"quantiles","mixtools","bias",2.000000000002e-05,-0.000459999999999988,0.00124000000000002,-0.000799999999999995,0.000674442038523268,-0.00176156137755923,-0.00390669796032306,0.000503473702593737,-0.00100215185592362,0.000117878278779793,0.00122044083517575,-0.000416788863243256,0.00013,1,0.00013
"quantiles","mixtools","mse",8.91734612244899e-05,0.000114250783673469,7.76727020408165e-05,0.000123782857142857,0.00015941719970975,0.000156679806058256,0.000256191264879997,0.000200396611801836,8.77004036828494e-05,0.000105885732670666,0.000101825542417601,7.73954524850971e-05,0.00013,1,0.00013
"quantiles","Rmixmod","mean",0.25002,0.24954,0.25124,0.2492,0.000674442038523269,3.99823843862244,7.99609330203968,12.0005034737026,0.298997848144076,0.30011787827878,0.301220440835176,0.299583211136757,0.00013,1,0.00013
